Name,City,Product,Quantity,Price,Name,City,Product,Quantity,Price
David,Tokyo,Monitor,2,296,David,Tokyo,Monitor,2,296
Eve,Tokyo,Keyboard,6,680,Eve,Tokyo,Keyboard,6,680
Frank,London,Keyboard,10,207,Frank,London,Keyboard,10,207
Alice,Berlin,Keyboard,9,656,Alice,Berlin,Keyboard,9,656
Bob,Paris,Monitor,6,159,Bob,Paris,Monitor,6,159
Eve,Tokyo,Laptop,5,758,Eve,Tokyo,Laptop,5,758
Charlie,Tokyo,Keyboard,7,377,Charlie,Tokyo,Keyboard,7,377
Alice,Paris,Laptop,1,349,Alice,Paris,Laptop,1,349
Alice,New York,Monitor,4,631,Alice,New York,Monitor,4,631
Eve,Tokyo,Keyboard,2,991,Eve,Tokyo,Keyboard,2,991
David,Berlin,Tablet,5,212,David,Berlin,Tablet,5,212
Alice,London,Mouse,9,363,Alice,London,Mouse,9,363
Frank,Berlin,Laptop,7,764,Frank,Berlin,Laptop,7,764
Eve,Sydney,Laptop,2,877,Eve,Sydney,Laptop,2,877
Charlie,Berlin,Phone,3,445,Charlie,Berlin,Phone,3,445
Eve,Sydney,Monitor,8,322,Eve,Sydney,Monitor,8,322
Bob,Tokyo,Monitor,6,306,Bob,Tokyo,Monitor,6,306
Charlie,Sydney,Laptop,3,363,Charlie,Sydney,Laptop,3,363
David,Berlin,Laptop,10,561,David,Berlin,Laptop,10,561
Bob,Berlin,Phone,3,523,Bob,Berlin,Phone,3,523
Eve,London,Mouse,9,436,Eve,London,Mouse,9,436
Bob,Sydney,Mouse,5,426,Bob,Sydney,Mouse,5,426
Eve,New York,Keyboard,3,379,Eve,New York,Keyboard,3,379
Frank,Berlin,Keyboard,3,782,Frank,Berlin,Keyboard,3,782
David,London,Mouse,9,660,David,London,Mouse,9,660
Bob,Sydney,Phone,6,635,Bob,Sydney,Phone,6,635
David,Tokyo,Tablet,4,966,David,Tokyo,Tablet,4,966
Frank,Tokyo,Monitor,10,844,Frank,Tokyo,Monitor,10,844
Eve,Tokyo,Phone,5,613,Eve,Tokyo,Phone,5,613
Charlie,Paris,Mouse,9,484,Charlie,Paris,Mouse,9,484
Alice,London,Keyboard,8,352,Alice,London,Keyboard,8,352
Frank,New York,Phone,8,926,Frank,New York,Phone,8,926
Charlie,Tokyo,Tablet,6,254,Charlie,Tokyo,Tablet,6,254
Frank,New York,Phone,7,231,Frank,New York,Phone,7,231
Alice,Paris,Mouse,9,505,Alice,Paris,Mouse,9,505
Bob,Paris,Phone,10,964,Bob,Paris,Phone,10,964
David,Tokyo,Keyboard,2,772,David,Tokyo,Keyboard,2,772
Charlie,Tokyo,Keyboard,4,621,Charlie,Tokyo,Keyboard,4,621
David,Paris,Tablet,8,100,David,Paris,Tablet,8,100
Frank,London,Mouse,5,886,Frank,London,Mouse,5,886
Charlie,London,Laptop,4,598,Charlie,London,Laptop,4,598
Alice,Sydney,Keyboard,5,398,Alice,Sydney,Keyboard,5,398
Eve,Sydney,Laptop,3,256,Eve,Sydney,Laptop,3,256
David,New York,Monitor,8,500,David,New York,Monitor,8,500
Charlie,Paris,Monitor,10,155,Charlie,Paris,Monitor,10,155
Frank,Berlin,Tablet,4,656,Frank,Berlin,Tablet,4,656
Eve,Sydney,Phone,7,435,Eve,Sydney,Phone,7,435
Eve,Tokyo,Phone,3,161,Eve,Tokyo,Phone,3,161
Alice,Tokyo,Mouse,7,855,Alice,Tokyo,Mouse,7,855
David,Tokyo,Monitor,1,862,David,Tokyo,Monitor,1,862
Bob,Paris,Monitor,3,281,Bob,Paris,Monitor,3,281
Charlie,London,Monitor,9,703,Charlie,London,Monitor,9,703
Charlie,Berlin,Mouse,8,451,Charlie,Berlin,Mouse,8,451
Frank,London,Laptop,2,596,Frank,London,Laptop,2,596
David,London,Tablet,7,892,David,London,Tablet,7,892
Frank,London,Tablet,6,188,Frank,London,Tablet,6,188
Bob,New York,Laptop,9,604,Bob,New York,Laptop,9,604
Eve,Berlin,Phone,3,940,Eve,Berlin,Phone,3,940
Alice,Sydney,Monitor,2,733,Alice,Sydney,Monitor,2,733
Frank,Paris,Monitor,1,974,Frank,Paris,Monitor,1,974
Charlie,Tokyo,Tablet,3,662,Charlie,Tokyo,Tablet,3,662
Alice,Paris,Keyboard,2,213,Alice,Paris,Keyboard,2,213
Eve,Sydney,Tablet,7,584,Eve,Sydney,Tablet,7,584
David,Sydney,Monitor,9,325,David,Sydney,Monitor,9,325
David,London,Tablet,5,639,David,London,Tablet,5,639
David,Paris,Keyboard,1,543,David,Paris,Keyboard,1,543
Bob,Sydney,Keyboard,6,296,Bob,Sydney,Keyboard,6,296
Alice,Tokyo,Monitor,8,135,Alice,Tokyo,Monitor,8,135
Charlie,Sydney,Phone,1,761,Charlie,Sydney,Phone,1,761
Alice,Sydney,Phone,9,931,Alice,Sydney,Phone,9,931
Eve,London,Laptop,1,308,Eve,London,Laptop,1,308
Eve,Paris,Phone,3,221,Eve,Paris,Phone,3,221
Charlie,New York,Tablet,10,323,Charlie,New York,Tablet,10,323
Bob,London,Monitor,7,578,Bob,London,Monitor,7,578
David,Sydney,Tablet,7,105,David,Sydney,Tablet,7,105
Alice,Tokyo,Tablet,9,775,Alice,Tokyo,Tablet,9,775
Frank,Paris,Monitor,4,611,Frank,Paris,Monitor,4,611
Frank,Paris,Monitor,1,474,Frank,Paris,Monitor,1,474
David,Berlin,Tablet,5,947,David,Berlin,Tablet,5,947
Bob,Paris,Phone,1,894,Bob,Paris,Phone,1,894
David,New York,Phone,8,936,David,New York,Phone,8,936
Frank,London,Tablet,8,204,Frank,London,Tablet,8,204
Charlie,Tokyo,Keyboard,6,856,Charlie,Tokyo,Keyboard,6,856
Bob,Sydney,Phone,2,472,Bob,Sydney,Phone,2,472
Charlie,Berlin,Laptop,1,912,Charlie,Berlin,Laptop,1,912
Bob,Tokyo,Phone,5,617,Bob,Tokyo,Phone,5,617
Charlie,Tokyo,Keyboard,5,629,Charlie,Tokyo,Keyboard,5,629
Alice,New York,Mouse,7,249,Alice,New York,Mouse,7,249
David,New York,Tablet,5,853,David,New York,Tablet,5,853
Eve,Berlin,Keyboard,2,171,Eve,Berlin,Keyboard,2,171
Frank,Sydney,Mouse,1,331,Frank,Sydney,Mouse,1,331
Charlie,Tokyo,Tablet,2,133,Charlie,Tokyo,Tablet,2,133
Frank,Sydney,Monitor,1,591,Frank,Sydney,Monitor,1,591
Eve,Tokyo,Phone,5,701,Eve,Tokyo,Phone,5,701
Charlie,Paris,Monitor,7,708,Charlie,Paris,Monitor,7,708
David,Tokyo,Monitor,6,455,David,Tokyo,Monitor,6,455
Eve,Paris,Monitor,2,887,Eve,Paris,Monitor,2,887
David,Berlin,Keyboard,7,894,David,Berlin,Keyboard,7,894
Alice,Sydney,Keyboard,7,985,Alice,Sydney,Keyboard,7,985
Bob,London,Tablet,6,551,Bob,London,Tablet,6,551
Alice,Berlin,Monitor,3,872,Alice,Berlin,Monitor,3,872
Eve,Sydney,Keyboard,4,125,Eve,Sydney,Keyboard,4,125
Frank,Berlin,Tablet,5,895,Frank,Berlin,Tablet,5,895
Eve,Sydney,Laptop,4,645,Eve,Sydney,Laptop,4,645
Alice,London,Monitor,3,531,Alice,London,Monitor,3,531
Bob,Paris,Mouse,4,497,Bob,Paris,Mouse,4,497
Frank,Paris,Mouse,9,511,Frank,Paris,Mouse,9,511
Frank,Paris,Laptop,8,474,Frank,Paris,Laptop,8,474
David,London,Phone,5,896,David,London,Phone,5,896
David,London,Laptop,8,442,David,London,Laptop,8,442
Eve,New York,Laptop,10,570,Eve,New York,Laptop,10,570
Frank,Paris,Phone,8,431,Frank,Paris,Phone,8,431
Frank,New York,Mouse,5,339,Frank,New York,Mouse,5,339
Frank,London,Phone,8,955,Frank,London,Phone,8,955
Bob,Paris,Mouse,8,167,Bob,Paris,Mouse,8,167
Alice,Berlin,Phone,3,143,Alice,Berlin,Phone,3,143
Eve,New York,Laptop,9,358,Eve,New York,Laptop,9,358
Frank,Berlin,Laptop,8,159,Frank,Berlin,Laptop,8,159
Bob,Tokyo,Phone,10,283,Bob,Tokyo,Phone,10,283
Alice,London,Mouse,1,180,Alice,London,Mouse,1,180
Charlie,London,Mouse,4,890,Charlie,London,Mouse,4,890
Bob,Sydney,Laptop,7,361,Bob,Sydney,Laptop,7,361
Eve,New York,Mouse,10,768,Eve,New York,Mouse,10,768
David,New York,Phone,2,136,David,New York,Phone,2,136
Alice,New York,Phone,3,950,Alice,New York,Phone,3,950
Alice,Sydney,Phone,7,653,Alice,Sydney,Phone,7,653
Bob,Paris,Mouse,2,398,Bob,Paris,Mouse,2,398
Charlie,Paris,Phone,2,379,Charlie,Paris,Phone,2,379
David,Sydney,Monitor,3,135,David,Sydney,Monitor,3,135
Alice,Paris,Monitor,1,217,Alice,Paris,Monitor,1,217
Alice,Berlin,Laptop,5,382,Alice,Berlin,Laptop,5,382
Frank,Tokyo,Mouse,1,264,Frank,Tokyo,Mouse,1,264
Eve,Tokyo,Phone,4,453,Eve,Tokyo,Phone,4,453
Frank,Sydney,Monitor,3,888,Frank,Sydney,Monitor,3,888
Frank,Tokyo,Mouse,1,892,Frank,Tokyo,Mouse,1,892
Alice,Tokyo,Laptop,8,703,Alice,Tokyo,Laptop,8,703
Frank,Paris,Keyboard,7,698,Frank,Paris,Keyboard,7,698
Eve,London,Phone,3,384,Eve,London,Phone,3,384
Bob,London,Monitor,3,348,Bob,London,Monitor,3,348
Eve,Sydney,Mouse,2,508,Eve,Sydney,Mouse,2,508
Alice,Sydney,Phone,8,720,Alice,Sydney,Phone,8,720
Charlie,Paris,Keyboard,3,807,Charlie,Paris,Keyboard,3,807
Eve,Berlin,Tablet,7,642,Eve,Berlin,Tablet,7,642
Alice,New York,Monitor,8,671,Alice,New York,Monitor,8,671
Eve,Tokyo,Mouse,9,743,Eve,Tokyo,Mouse,9,743
Charlie,Tokyo,Keyboard,7,729,Charlie,Tokyo,Keyboard,7,729
Eve,Tokyo,Phone,7,777,Eve,Tokyo,Phone,7,777
Charlie,New York,Monitor,8,441,Charlie,New York,Monitor,8,441
Alice,Berlin,Mouse,10,842,Alice,Berlin,Mouse,10,842
Bob,London,Tablet,3,492,Bob,London,Tablet,3,492
David,Tokyo,Tablet,7,249,David,Tokyo,Tablet,7,249
Charlie,Berlin,Mouse,1,479,Charlie,Berlin,Mouse,1,479
Charlie,Berlin,Monitor,1,343,Charlie,Berlin,Monitor,1,343
Bob,Tokyo,Mouse,7,526,Bob,Tokyo,Mouse,7,526
Frank,Sydney,Phone,3,998,Frank,Sydney,Phone,3,998
Alice,London,Monitor,9,272,Alice,London,Monitor,9,272
David,Paris,Laptop,9,372,David,Paris,Laptop,9,372
Alice,Berlin,Monitor,7,407,Alice,Berlin,Monitor,7,407
Frank,Paris,Phone,10,167,Frank,Paris,Phone,10,167
Eve,New York,Mouse,7,887,Eve,New York,Mouse,7,887
Alice,Tokyo,Keyboard,1,260,Alice,Tokyo,Keyboard,1,260
David,Tokyo,Laptop,8,994,David,Tokyo,Laptop,8,994
Eve,New York,Phone,7,244,Eve,New York,Phone,7,244
David,New York,Laptop,3,333,David,New York,Laptop,3,333
Eve,Tokyo,Keyboard,10,548,Eve,Tokyo,Keyboard,10,548
Frank,New York,Phone,10,245,Frank,New York,Phone,10,245
Charlie,Berlin,Monitor,5,805,Charlie,Berlin,Monitor,5,805
Charlie,London,Keyboard,4,729,Charlie,London,Keyboard,4,729
Alice,Paris,Keyboard,2,118,Alice,Paris,Keyboard,2,118
Charlie,New York,Mouse,5,700,Charlie,New York,Mouse,5,700
Charlie,Tokyo,Mouse,2,448,Charlie,Tokyo,Mouse,2,448
Alice,Berlin,Laptop,2,824,Alice,Berlin,Laptop,2,824
Bob,New York,Laptop,1,619,Bob,New York,Laptop,1,619
David,New York,Laptop,8,297,David,New York,Laptop,8,297
Charlie,Tokyo,Mouse,5,312,Charlie,Tokyo,Mouse,5,312
Charlie,Sydney,Phone,1,537,Charlie,Sydney,Phone,1,537
Charlie,Paris,Mouse,4,928,Charlie,Paris,Mouse,4,928
Charlie,Paris,Keyboard,10,406,Charlie,Paris,Keyboard,10,406
David,Tokyo,Monitor,10,703,David,Tokyo,Monitor,10,703
Frank,Sydney,Tablet,4,405,Frank,Sydney,Tablet,4,405
Charlie,Sydney,Keyboard,3,722,Charlie,Sydney,Keyboard,3,722
Charlie,Paris,Phone,7,281,Charlie,Paris,Phone,7,281
David,London,Phone,8,986,David,London,Phone,8,986
Eve,Sydney,Mouse,7,995,Eve,Sydney,Mouse,7,995
David,Paris,Keyboard,6,808,David,Paris,Keyboard,6,808
Alice,Sydney,Monitor,4,917,Alice,Sydney,Monitor,4,917
Frank,Paris,Keyboard,8,743,Frank,Paris,Keyboard,8,743
Alice,Tokyo,Monitor,4,204,Alice,Tokyo,Monitor,4,204
David,New York,Mouse,5,303,David,New York,Mouse,5,303
Charlie,New York,Monitor,3,655,Charlie,New York,Monitor,3,655
Bob,Berlin,Phone,1,984,Bob,Berlin,Phone,1,984
Alice,London,Tablet,3,277,Alice,London,Tablet,3,277
Bob,Berlin,Phone,7,150,Bob,Berlin,Phone,7,150
Frank,Berlin,Tablet,10,905,Frank,Berlin,Tablet,10,905
Bob,London,Phone,4,824,Bob,London,Phone,4,824
Alice,New York,Phone,6,127,Alice,New York,Phone,6,127
Eve,Tokyo,Monitor,2,962,Eve,Tokyo,Monitor,2,962
Bob,Tokyo,Phone,4,475,Bob,Tokyo,Phone,4,475
Bob,New York,Mouse,9,416,Bob,New York,Mouse,9,416
Charlie,Tokyo,Keyboard,8,454,Charlie,Tokyo,Keyboard,8,454
Bob,Paris,Monitor,10,672,Bob,Paris,Monitor,10,672
Alice,Berlin,Tablet,3,900,Alice,Berlin,Tablet,3,900
Alice,New York,Keyboard,5,513,Alice,New York,Keyboard,5,513
Alice,Berlin,Keyboard,6,948,Alice,Berlin,Keyboard,6,948
Bob,Paris,Phone,5,630,Bob,Paris,Phone,5,630
Alice,Paris,Monitor,7,310,Alice,Paris,Monitor,7,310
Bob,Berlin,Phone,3,438,Bob,Berlin,Phone,3,438
Bob,New York,Tablet,1,947,Bob,New York,Tablet,1,947
Bob,Paris,Monitor,2,556,Bob,Paris,Monitor,2,556
Alice,Paris,Keyboard,8,951,Alice,Paris,Keyboard,8,951
Charlie,London,Mouse,3,719,Charlie,London,Mouse,3,719
Eve,Berlin,Monitor,4,623,Eve,Berlin,Monitor,4,623
Eve,Tokyo,Monitor,3,531,Eve,Tokyo,Monitor,3,531
Frank,London,Tablet,3,974,Frank,London,Tablet,3,974
Frank,Berlin,Monitor,9,226,Frank,Berlin,Monitor,9,226
Eve,New York,Phone,8,856,Eve,New York,Phone,8,856
Bob,New York,Tablet,7,772,Bob,New York,Tablet,7,772
Charlie,New York,Tablet,4,989,Charlie,New York,Tablet,4,989
Bob,London,Mouse,7,959,Bob,London,Mouse,7,959
Alice,Sydney,Tablet,1,425,Alice,Sydney,Tablet,1,425
Bob,Sydney,Mouse,8,649,Bob,Sydney,Mouse,8,649
Frank,London,Mouse,8,429,Frank,London,Mouse,8,429
Alice,Sydney,Tablet,8,396,Alice,Sydney,Tablet,8,396
Charlie,London,Keyboard,10,803,Charlie,London,Keyboard,10,803
Eve,Sydney,Mouse,3,586,Eve,Sydney,Mouse,3,586
Eve,Sydney,Monitor,8,459,Eve,Sydney,Monitor,8,459
Eve,Paris,Tablet,8,772,Eve,Paris,Tablet,8,772
Bob,London,Keyboard,2,248,Bob,London,Keyboard,2,248
Frank,London,Phone,7,224,Frank,London,Phone,7,224
David,Tokyo,Tablet,2,260,David,Tokyo,Tablet,2,260
Alice,Sydney,Tablet,6,810,Alice,Sydney,Tablet,6,810
David,London,Monitor,5,176,David,London,Monitor,5,176
David,Sydney,Keyboard,4,513,David,Sydney,Keyboard,4,513
Frank,New York,Laptop,4,370,Frank,New York,Laptop,4,370
Alice,New York,Keyboard,10,265,Alice,New York,Keyboard,10,265
Frank,Paris,Monitor,7,195,Frank,Paris,Monitor,7,195
Bob,Sydney,Mouse,10,508,Bob,Sydney,Mouse,10,508
David,New York,Phone,9,675,David,New York,Phone,9,675
Eve,Berlin,Laptop,3,796,Eve,Berlin,Laptop,3,796
David,Paris,Mouse,9,557,David,Paris,Mouse,9,557
Charlie,Sydney,Monitor,4,926,Charlie,Sydney,Monitor,4,926
Bob,Tokyo,Phone,9,225,Bob,Tokyo,Phone,9,225
Alice,Sydney,Laptop,1,737,Alice,Sydney,Laptop,1,737
Eve,Berlin,Keyboard,3,574,Eve,Berlin,Keyboard,3,574
Bob,Paris,Monitor,3,255,Bob,Paris,Monitor,3,255
Frank,Berlin,Laptop,5,886,Frank,Berlin,Laptop,5,886
David,Sydney,Mouse,9,157,David,Sydney,Mouse,9,157
Charlie,Berlin,Mouse,9,407,Charlie,Berlin,Mouse,9,407
David,Berlin,Tablet,8,635,David,Berlin,Tablet,8,635
Alice,Berlin,Tablet,4,350,Alice,Berlin,Tablet,4,350
Alice,London,Tablet,3,264,Alice,London,Tablet,3,264
Alice,Berlin,Phone,7,663,Alice,Berlin,Phone,7,663
Alice,London,Laptop,5,552,Alice,London,Laptop,5,552
Eve,Sydney,Keyboard,2,303,Eve,Sydney,Keyboard,2,303
David,New York,Phone,6,533,David,New York,Phone,6,533
Alice,Berlin,Laptop,5,982,Alice,Berlin,Laptop,5,982
Eve,Sydney,Mouse,9,239,Eve,Sydney,Mouse,9,239
David,New York,Monitor,9,999,David,New York,Monitor,9,999
Frank,London,Laptop,4,997,Frank,London,Laptop,4,997
Frank,Berlin,Keyboard,2,438,Frank,Berlin,Keyboard,2,438
Frank,Paris,Laptop,3,489,Frank,Paris,Laptop,3,489
Eve,London,Keyboard,7,659,Eve,London,Keyboard,7,659
Bob,Berlin,Tablet,6,731,Bob,Berlin,Tablet,6,731
Eve,Berlin,Monitor,3,420,Eve,Berlin,Monitor,3,420
Frank,Tokyo,Keyboard,3,355,Frank,Tokyo,Keyboard,3,355
Alice,Tokyo,Keyboard,2,908,Alice,Tokyo,Keyboard,2,908
Frank,London,Mouse,2,669,Frank,London,Mouse,2,669
Charlie,Tokyo,Mouse,7,572,Charlie,Tokyo,Mouse,7,572
Alice,Sydney,Phone,7,754,Alice,Sydney,Phone,7,754
Frank,Sydney,Laptop,10,950,Frank,Sydney,Laptop,10,950
Eve,New York,Keyboard,6,350,Eve,New York,Keyboard,6,350
Eve,Sydney,Laptop,5,536,Eve,Sydney,Laptop,5,536
David,Sydney,Tablet,8,477,David,Sydney,Tablet,8,477
Alice,Tokyo,Monitor,8,232,Alice,Tokyo,Monitor,8,232
Charlie,Tokyo,Keyboard,1,966,Charlie,Tokyo,Keyboard,1,966
Eve,London,Phone,3,891,Eve,London,Phone,3,891
Eve,Berlin,Keyboard,7,511,Eve,Berlin,Keyboard,7,511
David,Paris,Laptop,5,962,David,Paris,Laptop,5,962
Frank,Tokyo,Keyboard,2,231,Frank,Tokyo,Keyboard,2,231
David,Berlin,Tablet,6,308,David,Berlin,Tablet,6,308
Bob,New York,Mouse,6,837,Bob,New York,Mouse,6,837
Alice,Sydney,Mouse,3,846,Alice,Sydney,Mouse,3,846
Alice,New York,Mouse,7,105,Alice,New York,Mouse,7,105
Bob,Paris,Monitor,7,357,Bob,Paris,Monitor,7,357
David,Tokyo,Phone,2,653,David,Tokyo,Phone,2,653
David,Sydney,Phone,3,256,David,Sydney,Phone,3,256
Eve,New York,Tablet,5,868,Eve,New York,Tablet,5,868
Alice,Tokyo,Laptop,6,776,Alice,Tokyo,Laptop,6,776
Charlie,London,Mouse,7,370,Charlie,London,Mouse,7,370
David,Paris,Monitor,7,927,David,Paris,Monitor,7,927
Frank,New York,Tablet,7,345,Frank,New York,Tablet,7,345
David,Sydney,Mouse,8,643,David,Sydney,Mouse,8,643
Bob,Paris,Keyboard,7,143,Bob,Paris,Keyboard,7,143
Bob,Paris,Tablet,5,110,Bob,Paris,Tablet,5,110
Bob,London,Phone,2,168,Bob,London,Phone,2,168
Bob,Sydney,Phone,9,276,Bob,Sydney,Phone,9,276
Frank,London,Monitor,3,938,Frank,London,Monitor,3,938
Bob,Tokyo,Monitor,6,604,Bob,Tokyo,Monitor,6,604
David,Paris,Mouse,10,883,David,Paris,Mouse,10,883
Bob,Paris,Monitor,2,690,Bob,Paris,Monitor,2,690
Frank,London,Laptop,10,995,Frank,London,Laptop,10,995
Eve,Berlin,Monitor,6,405,Eve,Berlin,Monitor,6,405
Eve,New York,Tablet,3,237,Eve,New York,Tablet,3,237
Frank,New York,Mouse,2,115,Frank,New York,Mouse,2,115
Alice,Paris,Tablet,10,842,Alice,Paris,Tablet,10,842
Eve,Sydney,Monitor,9,751,Eve,Sydney,Monitor,9,751
Alice,New York,Laptop,6,710,Alice,New York,Laptop,6,710
David,New York,Phone,7,624,David,New York,Phone,7,624
Frank,Berlin,Mouse,3,818,Frank,Berlin,Mouse,3,818
Frank,Berlin,Phone,3,277,Frank,Berlin,Phone,3,277
Charlie,Berlin,Mouse,1,367,Charlie,Berlin,Mouse,1,367
David,New York,Monitor,6,437,David,New York,Monitor,6,437
Bob,Sydney,Laptop,1,401,Bob,Sydney,Laptop,1,401
Frank,Tokyo,Tablet,6,625,Frank,Tokyo,Tablet,6,625
Bob,Sydney,Laptop,8,293,Bob,Sydney,Laptop,8,293
Frank,New York,Keyboard,4,149,Frank,New York,Keyboard,4,149
Eve,Sydney,Keyboard,2,750,Eve,Sydney,Keyboard,2,750
David,London,Tablet,3,839,David,London,Tablet,3,839
Charlie,Tokyo,Phone,10,862,Charlie,Tokyo,Phone,10,862
Eve,Tokyo,Phone,8,712,Eve,Tokyo,Phone,8,712
Frank,Berlin,Phone,7,435,Frank,Berlin,Phone,7,435
Eve,Sydney,Keyboard,5,717,Eve,Sydney,Keyboard,5,717
Bob,Sydney,Keyboard,5,489,Bob,Sydney,Keyboard,5,489
Alice,Berlin,Tablet,7,116,Alice,Berlin,Tablet,7,116
Charlie,Sydney,Keyboard,6,704,Charlie,Sydney,Keyboard,6,704
David,Paris,Monitor,7,439,David,Paris,Monitor,7,439
Charlie,Sydney,Laptop,6,467,Charlie,Sydney,Laptop,6,467
Charlie,Sydney,Mouse,8,888,Charlie,Sydney,Mouse,8,888
David,Sydney,Laptop,3,831,David,Sydney,Laptop,3,831
Frank,Berlin,Phone,10,429,Frank,Berlin,Phone,10,429
Alice,Berlin,Monitor,3,145,Alice,Berlin,Monitor,3,145
David,Berlin,Tablet,3,205,David,Berlin,Tablet,3,205
Alice,New York,Laptop,7,772,Alice,New York,Laptop,7,772
Frank,Berlin,Phone,7,695,Frank,Berlin,Phone,7,695
Bob,Paris,Mouse,6,796,Bob,Paris,Mouse,6,796
Frank,New York,Phone,1,496,Frank,New York,Phone,1,496
Eve,New York,Tablet,9,808,Eve,New York,Tablet,9,808
Alice,London,Laptop,1,619,Alice,London,Laptop,1,619
David,Paris,Laptop,2,310,David,Paris,Laptop,2,310
Eve,Berlin,Tablet,9,378,Eve,Berlin,Tablet,9,378
Bob,Tokyo,Mouse,1,288,Bob,Tokyo,Mouse,1,288
Bob,Tokyo,Keyboard,3,778,Bob,Tokyo,Keyboard,3,778
David,London,Monitor,5,116,David,London,Monitor,5,116
Bob,Berlin,Laptop,4,270,Bob,Berlin,Laptop,4,270
Alice,Paris,Tablet,6,440,Alice,Paris,Tablet,6,440
Eve,Tokyo,Mouse,4,929,Eve,Tokyo,Mouse,4,929
Eve,Tokyo,Phone,6,516,Eve,Tokyo,Phone,6,516
Eve,Paris,Phone,1,805,Eve,Paris,Phone,1,805
Bob,Sydney,Keyboard,2,508,Bob,Sydney,Keyboard,2,508
Eve,Paris,Keyboard,8,400,Eve,Paris,Keyboard,8,400
David,Paris,Laptop,9,784,David,Paris,Laptop,9,784
Frank,Tokyo,Phone,3,614,Frank,Tokyo,Phone,3,614
Charlie,Tokyo,Tablet,8,683,Charlie,Tokyo,Tablet,8,683
Frank,Tokyo,Monitor,5,381,Frank,Tokyo,Monitor,5,381
Alice,Paris,Monitor,1,641,Alice,Paris,Monitor,1,641
Frank,Tokyo,Phone,6,229,Frank,Tokyo,Phone,6,229
Frank,Paris,Mouse,10,909,Frank,Paris,Mouse,10,909
Bob,Sydney,Laptop,8,693,Bob,Sydney,Laptop,8,693
Frank,Paris,Tablet,8,354,Frank,Paris,Tablet,8,354
Charlie,Berlin,Tablet,8,328,Charlie,Berlin,Tablet,8,328
Alice,Sydney,Monitor,10,217,Alice,Sydney,Monitor,10,217
Charlie,Sydney,Tablet,9,412,Charlie,Sydney,Tablet,9,412
Alice,London,Laptop,7,611,Alice,London,Laptop,7,611
Alice,London,Mouse,8,720,Alice,London,Mouse,8,720
David,New York,Tablet,9,380,David,New York,Tablet,9,380
Alice,London,Keyboard,10,769,Alice,London,Keyboard,10,769
David,Sydney,Monitor,6,732,David,Sydney,Monitor,6,732
Alice,London,Mouse,4,175,Alice,London,Mouse,4,175
Bob,New York,Tablet,1,147,Bob,New York,Tablet,1,147
Charlie,London,Phone,7,253,Charlie,London,Phone,7,253
David,Tokyo,Laptop,1,501,David,Tokyo,Laptop,1,501
Charlie,Sydney,Phone,6,943,Charlie,Sydney,Phone,6,943
Frank,Berlin,Keyboard,7,232,Frank,Berlin,Keyboard,7,232
Alice,London,Mouse,1,485,Alice,London,Mouse,1,485
Bob,Berlin,Laptop,7,108,Bob,Berlin,Laptop,7,108
Eve,Berlin,Phone,2,779,Eve,Berlin,Phone,2,779
Frank,New York,Keyboard,9,893,Frank,New York,Keyboard,9,893
Frank,New York,Monitor,7,816,Frank,New York,Monitor,7,816
Alice,Berlin,Tablet,1,961,Alice,Berlin,Tablet,1,961
Alice,Berlin,Mouse,3,408,Alice,Berlin,Mouse,3,408
Charlie,Berlin,Phone,9,885,Charlie,Berlin,Phone,9,885
Frank,Paris,Tablet,1,529,Frank,Paris,Tablet,1,529
Eve,New York,Tablet,6,224,Eve,New York,Tablet,6,224
Alice,London,Tablet,9,320,Alice,London,Tablet,9,320
Eve,Tokyo,Tablet,8,826,Eve,Tokyo,Tablet,8,826
Alice,New York,Phone,6,615,Alice,New York,Phone,6,615
Frank,London,Phone,8,217,Frank,London,Phone,8,217
Eve,Tokyo,Tablet,2,280,Eve,Tokyo,Tablet,2,280
Frank,Berlin,Monitor,7,541,Frank,Berlin,Monitor,7,541
Eve,Tokyo,Keyboard,8,758,Eve,Tokyo,Keyboard,8,758
Bob,London,Phone,6,799,Bob,London,Phone,6,799
Eve,Berlin,Laptop,4,144,Eve,Berlin,Laptop,4,144
Bob,New York,Tablet,7,957,Bob,New York,Tablet,7,957
Frank,Berlin,Laptop,6,563,Frank,Berlin,Laptop,6,563
David,London,Laptop,6,997,David,London,Laptop,6,997
Charlie,Paris,Tablet,6,911,Charlie,Paris,Tablet,6,911
Charlie,London,Tablet,7,782,Charlie,London,Tablet,7,782
Frank,Sydney,Keyboard,2,742,Frank,Sydney,Keyboard,2,742
Eve,Paris,Mouse,5,299,Eve,Paris,Mouse,5,299
Alice,New York,Phone,9,369,Alice,New York,Phone,9,369
Bob,Sydney,Phone,4,287,Bob,Sydney,Phone,4,287
Alice,Sydney,Mouse,5,237,Alice,Sydney,Mouse,5,237
David,London,Tablet,2,992,David,London,Tablet,2,992
Charlie,New York,Mouse,6,256,Charlie,New York,Mouse,6,256
Frank,Sydney,Phone,3,204,Frank,Sydney,Phone,3,204
Bob,Paris,Monitor,4,685,Bob,Paris,Monitor,4,685
Frank,Berlin,Tablet,9,624,Frank,Berlin,Tablet,9,624
Charlie,Paris,Phone,9,802,Charlie,Paris,Phone,9,802
Bob,Berlin,Monitor,4,831,Bob,Berlin,Monitor,4,831
